200 1.2885 4.74967e-15 20 20 0.483134 4.3715e-16
400 -0.507944 8.95811e-15 20 20 -0.0484431 -1.04083e-15
600 0.40064 -9.88792e-16 20 20 -0.0496399 -3.2049e-15
800 0.349151 -1.09158e-14 20 20 0.0408164 2.44119e-15
1000 0.163365 -4.96207e-15 20 20 -0.0123681 -4.02933e-15
1200 -0.0200481 1.9771e-15 20 20 -0.0436621 -7.80235e-15
1400 0.0700285 2.97852e-15 20 20 0.00267992 -4.35145e-16
1600 0.0626565 -2.47198e-16 20 20 -0.014561 -1.59324e-15
1800 0.101844 3.22312e-15 20 20 -0.00031286 5.59058e-15
2000 0.0774706 -5.45571e-15 20 20 0.0127532 2.77786e-16
2200 0.0230372 1.24054e-15 20 20 0.0130999 9.17452e-16
2400 0.0110091 -8.67362e-19 20 20 0.00297366 -8.45027e-16
2600 0.0129177 -4.95264e-16 20 20 -0.00133497 1.75603e-15
2800 0.0198872 -1.23903e-15 20 20 -0.00219396 -4.27176e-16
3000 0.0195224 2.48044e-15 20 20 -0.0011717 -1.0571e-16
3200 0.0129035 -1.73212e-15 20 20 0.000208606 4.10869e-15
3400 0.00641111 2.23259e-15 20 20 -6.45597e-05 2.83627e-15
3600 0.00249618 4.21649e-15 20 20 -0.000291225 -2.95163e-15
3800 -0.000435959 -1.73733e-15 20 20 -0.000387753 -9.42199e-16
4000 -0.00343409 5.95119e-15 20 20 -0.00043838 7.7103e-16
4200 -0.00583635 1.49078e-19 20 20 -0.00061665 4.06139e-15
4400 -0.00661475 -4.2157e-15 20 20 -0.000865815 -1.0658e-15
4600 -0.00638783 2.72818e-15 20 20 -0.000632643 9.54748e-16
4800 -0.00736494 -3.72041e-15 20 20 -2.3598e-05 -4.39891e-15
5000 -0.0101508 4.96673e-16 20 20 0.000389903 5.39591e-15
5200 -0.0134571 7.4463e-16 20 20 0.000354599 -1.98429e-15
5400 -0.0155382 -3.22458e-15 20 20 -8.93692e-05 -3.14991e-15
5600 -0.015497 -2.48015e-15 20 20 -0.00052557 -4.72512e-15
5800 -0.0145471 -5.95244e-15 20 20 -0.000454002 -2.37637e-15
6000 -0.0146927 2.48028e-15 20 20 -1.07319e-05 4.02215e-15
6200 -0.0163769 -9.92262e-16 20 20 0.000310684 2.20157e-15
6400 -0.0184855 9.92262e-16 20 20 0.000272711 5.22984e-15
6600 -0.0196769 4.9651e-16 20 20 -3.70985e-05 -2.01743e-15
6800 -0.0195224 9.92262e-16 20 20 -0.00029872 -4.35379e-15
7000 -0.0188909 -2.72785e-15 20 20 -0.000252832 -9.47051e-16
7200 -0.0189377 2.48038e-15 20 20 1.64483e-06 4.82646e-15
7400 -0.0198847 -1.98344e-15 20 20 0.00018551 2.83299e-15
7600 -0.0210466 1.24152e-15 20 20 0.0001545 6.41243e-15
7800 -0.021645 -2.23194e-15 20 20 -2.32627e-05 8.01507e-16
8000 -0.0215136 1.98452e-15 20 20 -0.00015603 3.96137e-15
8200 -0.0211782 2.23221e-15 20 20 -0.000121398 -2.3372e-15
8400 -0.0212339 -2.97624e-15 20 20 1.4889e-05 9.93014e-16
8600 -0.0217546 -5.70485e-15 20 20 0.000104968 -7.35418e-16
8800 -0.0223478 2.47957e-16 20 20 7.7805e-05 6.42036e-15
9000 -0.0226153 -6.20055e-15 20 20 -1.78386e-05 -4.77491e-15
9200 -0.0225192 4.71205e-15 20 20 -7.87016e-05 1.34363e-15
9400 -0.0223559 2.48065e-16 20 20 -5.32698e-05 -4.9053e-15
9600 -0.0224096 -4.96044e-15 20 20 1.66353e-05 -3.60181e-15
9800 -0.0226868 -3.47205e-15 20 20 5.67187e-05 4.21348e-15
10000 -0.0229733 -4.96022e-16 20 20 3.68406e-05 2.73055e-15
10200 -0.023081 2.72818e-15 20 20 -1.19056e-05 1.10968e-15
10400 -0.0230171 2.72818e-15 20 20 -3.7745e-05 1.09729e-15
10600 -0.0229402 -9.92262e-16 20 20 -2.0911e-05 2.83785e-15
10800 -0.0229798 -2.48499e-16 20 20 1.3757e-05 3.11931e-15
11000 -0.0231221 4.96239e-16 20 20 3.01659e-05 6.89861e-15
11200 -0.0232547 -1.73624e-15 20 20 1.70547e-05 -1.7326e-15
11400 -0.0232931 -2.9757e-15 20 20 -7.12306e-06 2.8779e-15
11600 -0.023254 4.96077e-15 20 20 -1.74077e-05 -2.92571e-15
11800 -0.0232193 1.73668e-15 20 20 -7.11394e-06 -2.57228e-15
12000 -0.0232457 2.48065e-15 20 20 9.66055e-06 5.60648e-15
12200 -0.0233176 9.92045e-16 20 20 1.58404e-05 6.12162e-15
12400 -0.0233775 -7.19303e-15 20 20 7.92062e-06 1.67375e-16
12600 -0.0233893 -2.23248e-15 20 20 -3.73537e-06 -5.13007e-15
12800 -0.0233674 6.69755e-15 20 20 -7.46856e-06 -2.553e-15
13000 -0.0233528 -3.72011e-15 20 20 -1.53034e-06 1.00446e-15
13200 -0.0233693 1.23968e-15 20 20 6.38888e-06 3.594e-15
13400 -0.0234051 4.21614e-15 20 20 8.42174e-06 4.11489e-16
13600 -0.0234317 9.91828e-16 20 20 3.89545e-06 2.95808e-16
13800 -0.0234342 1.24011e-15 20 20 -1.59829e-06 3.52021e-16
14000 -0.0234226 2.7285e-15 20 20 -2.75837e-06 4.76025e-15
14200 -0.0234169 4.96131e-16 20 20 5.22957e-07 3.47114e-15
14400 -0.0234267 5.70485e-15 20 20 4.17635e-06 1.84802e-15
14600 -0.0234443 5.70475e-15 20 20 4.66885e-06 3.14778e-15
14800 -0.0234558 -7.44522e-16 20 20 2.18371e-06 2.78166e-15
15000 -0.0234556 5.45679e-15 20 20 -3.5347e-07 -6.53328e-16
15200 -0.0234496 -7.44088e-16 20 20 -5.96385e-07 -1.16002e-15
15400 -0.0234477 3.22442e-15 20 20 1.15116e-06 -1.36835e-15
15600 -0.0234532 -1.98398e-15 20 20 2.7916e-06 1.86308e-15
15800 -0.0234618 2.48011e-15 20 20 2.78302e-06 -1.06598e-15
16000 -0.0234666 1.9842e-15 20 20 1.45832e-06 1.37681e-15
16200 -0.0234658 9.92479e-16 20 20 3.09189e-07 2.09211e-15
16400 -0.0234629 -4.46518e-15 20 20 3.42561e-07 4.65299e-15
16600 -0.0234624 4.21549e-15 20 20 1.24346e-06 3.38559e-17
16800 -0.0234655 -5.4569e-15 20 20 1.95519e-06 4.81593e-16
17000 -0.0234696 -2.72764e-15 20 20 1.82743e-06 -3.67642e-15
17200 -0.0234715 3.22431e-15 20 20 1.13564e-06 -2.83175e-15
17400 -0.0234708 7.44522e-16 20 20 6.23641e-07 7.09184e-16
17600 -0.0234694 5.20829e-15 20 20 7.07395e-07 3.12254e-15
17800 -0.0234694 2.47523e-16 20 20 1.15689e-06 -2.21463e-15
18000 -0.0234711 3.25261e-19 20 20 1.45077e-06 -8.33353e-16
18200 -0.023473 5.2084e-15 20 20 1.32652e-06 1.06278e-15
18400 -0.0234738 7.43654e-16 20 20 9.69698e-07 2.80224e-15
18600 -0.0234733 7.4398e-16 20 20 7.43655e-07 -2.23063e-15
18800 -0.0234727 -1.48742e-15 20 20 8.11555e-07 3.55341e-15
19000 -0.0234728 -7.44955e-16 20 20 1.02709e-06 4.54145e-16
19200 -0.0234737 2.48087e-15 20 20 1.13813e-06 1.56376e-15
19400 -0.0234745 -3.72077e-15 20 20 1.04516e-06 -3.78951e-15
19600 -0.0234748 -2.97722e-15 20 20 8.61264e-07 -9.83096e-16
19800 -0.0234745 -9.92479e-16 20 20 7.60452e-07 2.54174e-15
20000 -0.0234743 2.2315e-15 20 20 8.01869e-07 3.50803e-15
